id,user,text,datetime,time,replies,retweets,likes,bookmarks,views,query,candidate,date,hour,date_only
1905054479080186098,Vox Liberdade ," PAULO GONET, FÁBIO SCHOR, GILMAR MENDES E DIAS TOFOLLI. VOCÊS ACHAM QUE SERÁ SÓ O MORAES?",2025-03-27 00:29:16+00:00,27 de mar,128,2995,11557,0,67571,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-27,00:29:16,2025-03-27
1905016849961738739,CARDEAL SIQUEIRA,,2025-03-26 21:59:45+00:00,26 de mar,5,10,386,1,10060,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-26,21:59:45,2025-03-26
1904644721630470206,Phantom - King of ZV,"Eu não concordo com tudo que Jair Bolsonaro faz, mas, em vez de apontar o dedo e ajudar a destruir quem se colocou como escudo para o povo brasileiro, escolhi apoiá-lo no que posso.  

Este ano, o grupo ZV celebrará 5 anos de existência; o único grupo, O ÚNICO, que não ganha",2025-03-25 21:21:02+00:00,25 de mar,55,109,568,0,16748,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,21:21:02,2025-03-25
1905217984290836569,Silvio Matias,"Quem comanda a farra da esquerda em nosso país é o Moraes, que recebe instruções ($) da Fundação Open Society do George Soros. 
Só uma intervenção externa poderá nos livrar dessa organização criminosa.",2025-03-27 11:18:59+00:00,27 de mar,39,294,493,0,2772,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-27,11:18:59,2025-03-27
1903453474245005660,Shalom Barba,"Li a coluna do 
@pablo_ortellado
 hoje no Globo e ela está correta. No entanto, conheço o Pablo há muitos anos, desde o tempo das jornadas de junho, e sei que ele sempre foi um radical de esquerda, a favor da censura e de todas as pautas que nos levaram ao estado em que as coisas",2025-03-22 14:27:27+00:00,22 de mar,19,39,271,0,5724,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-22,14:27:27,2025-03-22
1905267376385368302,Petropolis Conservador,"Que corte espetacular do 
@kimpaim
! Uma verdadeira obra-prima audiovisual.

Percebam como foi o povo – e não os autoproclamados guardiões do conservadorismo – quem realmente impulsionou a direita até este ponto. Não foram os que se colocam como detentores exclusivos dos princípios",2025-03-27 14:35:15+00:00,27 de mar,12,183,492,0,4294,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-27,14:35:15,2025-03-27
1904528169652080759,Jeje,GRANDE DIA. Começando o julgamento do BOZO. O PGR Paulo Gonet Branco acusa BOZO e Braga Netto de serem os líderes da organização criminosa que tramou a tentativa de golpe contra as eleições de 2022. Gostaram?,2025-03-25 13:37:54+00:00,25 de mar,21,41,534,0,10680,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,13:37:54,2025-03-25
1905674735838527780,Tania Lu,"A esquerda antes disfarçava ser um partido, HOJE NÃO ESCONDE QUE É  UMA QUADRILHA DE CRIMINOSOS. 
  NUNCA FOI UM PARTIDO",2025-03-28 17:33:57+00:00,28 de mar,0,9,245,1,2558,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-28,17:33:57,2025-03-28
1904613808548590066,Johannes Bückler,"Grazie a 
@Enrico_M_M
 per avermi suggerito di leggere “Il mio granello di sabbia” di Luciano Bolis, partigiano italiano, militante del Partito d’Azione e membro di Giustizia e Libertà.
Nel dopoguerra è stato fra i fondatori del Movimento federalista europeo.
Per non dimenticare.",2025-03-25 19:18:12+00:00,25 de mar,36,78,633,0,9505,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,19:18:12,2025-03-25
1904328392444608649,Central Palestra ˢᵉᵖ  | Fan Account,"Na esquerda:

Piquerez 
Mauro Jr
Vanderlan 

Na direita:

Emerson Royal 
Agustin Giay 
Gilberto 

Vocês fecham?",2025-03-25 00:24:04+00:00,25 de mar,52,14,591,0,33284,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,00:24:04,2025-03-25
1904988612367917310,Bohn Gass,"General de Exército Braga Netto  
General de Exército Augusto Heleno 
General de Exército Paulo Sérgio Nogueira 
Almirante de Esquadra da Marinha Almir Garnier 
Dia histórico. Hoje, todos viraram réus por tentativa de golpe.
Viva a Democracia!",2025-03-26 20:07:32+00:00,26 de mar,33,335,1435,0,8971,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-26,20:07:32,2025-03-26
1904486930747675072,Dr. Roberto Morales Ojeda,"#FidelPorSiempre. ""Mella, desde el primer instante, descolló como un extraordinario combatiente (...). Fundó junto a Baliño y otros revolucionarios el primer 
@PartidoPCC
. ¡Es conmovedora la historia de esta vida tan breve, tan dinámica, tan combativa y tan profunda!"".",2025-03-25 10:54:02+00:00,25 de mar,101,2140,1872,0,11508,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,10:54:02,2025-03-25
1904184414789079512,Pablo Munoz Iturrieta,"¿Te has preguntado por qué la ONU es tan socialista y promueve la agenda progresista de la izquierda? Antonio Guterres, el portugués que dirije la ONU, presidió la Internacional Socialista entre 1999 y 2005.
No porque sí las Naciones Unidas ha servido como plataforma para",2025-03-24 14:51:57+00:00,24 de mar,24,355,618,0,6359,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-24,14:51:57,2025-03-24
1904568066622513540,Leandro Ruschel,"O que estamos vendo hoje é apenas mais um capítulo de um processo que foi anunciado por José Dirceu ainda em 2018: ""vamos tomar o poder, que é diferente de ganhar uma eleição"".

O ""nós"" incluiu mais gente do que Dirceu gostaria, mas o fato em si não muda.",2025-03-25 16:16:26+00:00,25 de mar,82,1807,7601,0,47088,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,16:16:26,2025-03-25
1903815528717615385,Jornal da Cidade Online,"DILMA ROUSSEFF, PAULO FREIRE, CHICO BUARQUE, JOSÉ DIRCEU FORAM ANISTIADOS... EIS A HIPOCRISIA DA ESQUERDA

https://jornaldacidadeonline.com.br/noticias/68360/dilma-rousseff-paulo-freire-chico-buarque-jose-dirceu-foram-anistiados-eis-a-hipocrisia-a-esquerda…

""Ou se prende os comunistas pelos crimes que eles cometeram, ou eles, fortalecidos, irão nos prender por crimes que não cometemos."" Olavo de",2025-03-23 14:26:07+00:00,23 de mar,22,456,1027,0,7372,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-23,14:26:07,2025-03-23
1905457416562409790,Pato Bonato,"El mundo está eligiendo el patriotismo, grandes líderes y valores conservadores frente a la Agenda woke 2030.

 Nayib Bukele 
 Viktor Orban 
 Geert Wilders 
 Dominik Tarczyński 
 Johannes Kaiser 
 Eric Zemmour 
 Santiago Abascal ",2025-03-28 03:10:24+00:00,28 de mar,99,146,840,0,31900,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-28,03:10:24,2025-03-28
1903428425181753649,La Base,"¿Qué fue de la izquierda italiana? 
@SanchezCedillo
 repasa la autoinmolación del Partido Comunista de Italia, el auge de Berlusconi y todo lo que se ha arrastrado hasta hoy 

 LA BASE COMANCHE | https://youtu.be/XnvjxtxQrvE",2025-03-22 12:47:55+00:00,22 de mar,0,207,449,0,5012,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-22,12:47:55,2025-03-22
1903481766028906724,Diario Expreso," Mónica Sánchez, Tatiana Astengo y 'Lucho' Cáceres se aparecieron en marcha: la zurdería los cría y ellos se juntan

https://expreso.com.pe/actualidad/monica-sanchez-tatiana-astengo-y-lucho-caceres-se-aparecieron-en-marcha-la-zurderia-los-cria-y-ellos-se-juntan-izquierda-noticia/1188765/…",2025-03-22 16:19:52+00:00,22 de mar,273,147,555,0,19280,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-22,16:19:52,2025-03-22
1905721551254933539,Luca Bonfante,"La cabeza de la lista será Vanina Biasi (...) Será secundada por el referente estudiantil del Partido de los Trabajadores Socialistas (PTS), Luca Bonfante, una de las caras visibles de la lucha universitaria del año pasado.",2025-03-28 20:39:59+00:00,28 de mar,122,47,274,1,6533,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-28,20:39:59,2025-03-28
1903793856493347252,"Fidel, Soldado de las Ideas"," #FidelCastro ""El socialismo, el internacionalismo, el marxismo-leninismo nos dicen que debemos luchar unidos"".

 Palabras desde el Balcón del Palacio de Gobierno en Luanda, a su llegada a Angola, 23 de marzo de 1977

#FidelPorSiempre #Cuba http://fidelcastro.cu",2025-03-23 13:00:00+00:00,23 de mar,22,870,660,0,3897,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-23,13:00:00,2025-03-23
1905386853819150790,RTP Notícias,"Francisco Louçã, Luís Fazenda e Fernando Rosas são cabeças de lista em três círculos eleitorais e dizem querer contribuir para um ""crescimento  substancial"" do Bloco de Esquerda no próximo dia 18 de maio.

#RTPNotícias #RTP",2025-03-27 22:30:00+00:00,27 de mar,4,0,2,0,1155,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-27,22:30:00,2025-03-27
1904184723875807333,Helen,"Esther Ballestrino de Careaga nació en Encarnación, departamento de Itapúa, República del Paraguay. Se recibió de doctora en bioquímica. Militó las ideas socialistas en el Partido Revolucionario Febrerista. Fue perseguida por la dictadura paraguaya de Higinio Morinigo.",2025-03-24 14:53:10+00:00,24 de mar,2,69,446,0,9376,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-24,14:53:10,2025-03-24
1904485650537021795,CDR de Cuba,"El 25 de marzo de 1903, nació Julio Antonio Mella, brillante joven revolucionario y antimperialista, fundador de la Federación Estudiantil Universitaria y junto a Carlos Baliño el 
@PartidoPCC
. ",2025-03-25 10:48:57+00:00,25 de mar,13,728,510,0,2652,bloco de esquerda fundadores since:2025-03-22 until:2025-03-29 lang:pt,Mariana Mortágua,2025-03-25,10:48:57,2025-03-25
1907424396798550386,Valdir Cardoso,Os 3 fundadores do Bloco de Esquerda ?,2025-04-02 13:26:29+00:00,2 de abr,0,0,0,0,41,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,13:26:29,2025-04-02
1906335102356926908,Maria Vieira,"A Iniciativa Liberal é uma espécie de Bloco de Esquerda, só que mais lavadinho. Apoiam e promovem a LGBTAGEM, são a favor da legalização de drogas, gostam muito dos «imigras» do 3º Mundo e por aí vai... Se a Mortágua não fosse lésbica era menina para se casar com o Rocha...",2025-03-30 13:18:01+00:00,30 de mar,71,52,526,0,21971,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,13:18:01,2025-03-30
1906418585527841070,Esquerda Libre,"DEPUTADO Guilherme Boulos, na Av. Paulista, conseguiu reunir quase à mesma quantidade ou até mais pessoas que Bolsonaro, um EX-PRESIDENTE.

Mas segundo os minions, #flopou 

HISTÓRICO 
SEM ANISTIA
DITADURA NUNCA MAIS ",2025-03-30 18:49:44+00:00,30 de mar,484,583,2961,0,137769,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,18:49:44,2025-03-30
1907472541838618900,Guibson Dantas,"Um torcedor coral (que pediu para não ser identificado) veio conversar comigo no privado. Afirmou que era de direita e perguntou se eu, como ""esquerdista"", gostava ou já tinha lido algum autor conservador.

Respondi que sim. Gosto de vários. Então, indiquei para ele três",2025-04-02 16:37:47+00:00,2 de abr,18,11,213,0,10877,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,16:37:47,2025-04-02
1907201062140047563,Henrico Barboza,"URGENTE: Esquerda ACABA de DERROTAR a obstrução da extrema-direita na Câmara dos Deputados que estava em busca da ANISTIA, e ACABA de APROVAR 3 PAUTAS do governo Lula. COMPARTILHEM PRA TODO O BRASIL ESSA VITÓRIA! ",2025-04-01 22:39:01+00:00,1 de abr,63,783,3754,0,24815,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,22:39:01,2025-04-01
1907942858625298540,Ⓐ☭,"Domingos Passos, anarquista e filho de escravos, liderou a luta dos trabalhadores da construção, organizados na UOCC (União dos Operários da Construção Civil), sendo a PRIMEIRA categoria no Brasil a conquistar a jornada de 8 horas diárias, enquanto a regra era de 12 a 16 horas.",2025-04-03 23:46:40+00:00,4 de abr,3,57,347,0,5701,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-03,23:46:40,2025-04-03
1905960168350785544,Antonio Lavareda,"A ""extrema esquerda"" no Brasil, hoje, tem dimensões muito próximas, na margem de erro, de Espanha, Itália, e Suécia; e abaixo de Turquia e México. O problema é o tamanho assumido nos últimos anos pela “extrema direita” (bolsonarismo) que só encontra paralelo na França (Le Pen).",2025-03-29 12:28:09+00:00,29 de mar,83,147,605,0,51914,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-29,12:28:09,2025-03-29
1906922273879032148,Coringa Opressor® (ZV)," Este áudio que foi divulgado pelo 
@NoticiasTavares
 é totalmente suspeito, Oswaldo Eustáquio o Aleijado de Taubaté, foi um dos responsáveis por incitar as pessoas á saírem da frente dos quartéis com falsas promessas.

Eles são os responsáveis direto pela desgraça do dia 8/Jan.",2025-04-01 04:11:13+00:00,1 de abr,30,107,329,0,6908,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,04:11:13,2025-04-01
1906058434480357814,Ação Orleanista,"Gigachad momento:

>1824, D.Pedro I cria o ensino fundamental gratuito e universal.

>Graças a isso uma pobre criança mulata carioca tem a oportunidade de entrar pra escola aos 4 anos de idade.

>Machado de Assis is born.

A cultura republicana nunca foi superior a  imperial.",2025-03-29 18:58:38+00:00,29 de mar,18,104,973,0,18361,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-29,18:58:38,2025-03-29
1906347888055132581,Dama de Ferro,"A direita de extrema-esquerda. 
É impressionante a quantidade de parlamentares eleitos pela onda conservadora que adotam as pautas da extrema-esquerda sem nem pestanejar. 

Exemplo disso é a senadora Damares, maior representante da Escola de Frankfurt no Brasil. 

O ataque à Lei",2025-03-30 14:08:49+00:00,30 de mar,84,332,2150,0,73516,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,14:08:49,2025-03-30
1906709856297390364,Revista Jacobina,"“As mulheres só se tornarão livres e iguais em um mundo onde o trabalho for socializado e o comunismo for vitorioso.”

A revolucionária russa Alexandra Kollontai nasceu neste dia em 1872.",2025-03-31 14:07:09+00:00,31 de mar,0,61,284,0,3182,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-31,14:07:09,2025-03-31
1907479927051415674,Carla,"Este moço é o motivo pelo qual deixei de votar na CDU, coisa que sempre fiz desde 1993
(aliás, em 1993 era uma coligação PS-PCP-PEV-UDP-PSR, que o jorge sampaio tinha o dom de unir a esquerda)",2025-04-02 17:07:08+00:00,2 de abr,32,11,202,0,48490,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,17:07:08,2025-04-02
1907646751193899506,Carlito Neto | Historiador | Cientista Político |,Se você é de esquerda e depois deste áudio sair embarcado na narrativa da “Esquerda Bolsonarista” que vivem chamando Haddad de Novo Paulo Guedes e Lula 3 de Bolsonaro 1. Parabéns! Você aceitou ser feito de trouxa!,2025-04-03 04:10:02+00:00,3 de abr,9,102,473,0,4226,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-03,04:10:02,2025-04-03
1907516542243557800,Sofia Afonso Ferreira,"XV.
Quando comecei a investigar a sede e o ainda mais famoso pátio do Bloco de Esquerda, dei com o podcast “Palmeiras, um palácio em revolução”, realizado pela Joana Louçã, sobre a história da ocupação do edifício. 
Pensei que iria ouvir a história do palacete mas qual é o meu",2025-04-02 19:32:38+00:00,2 de abr,33,80,435,0,15386,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,19:32:38,2025-04-02
1906817129925500949,𝐢𝐠𝐮𝐞𝐥 𓃠,"MBL - Missão MAMATA 

Cargos no futuro partido:
Pai de Renan Santos - Presidente RN
Mãe de Renan Santos - Secretário Geral / BA
Irmão de Renan Santos - primeiro vice - presidente / SP
Pai de Arthur do Val - Presidente MG
Irmão de Arthur do val - Cargo nacional / Membro Nato",2025-03-31 21:13:25+00:00,31 de mar,257,345,2003,0,586886,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-31,21:13:25,2025-03-31
1907057286498963834,Roberto Reis,"Não existe preto e branco na política.

Assim como nos espectros ideológicos, há muitas nuances.

- Extrema-esquerda
- Esquerda
- Centro-esquerda
- Centro
- Centro-direita
- Direita
- Extrema-direita

E se você adicionar outras vertentes então? Ficamos até manhã:

- Libertários
-",2025-04-01 13:07:43+00:00,1 de abr,18,7,218,0,14090,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,13:07:43,2025-04-01
1907463637913972752,No Front Militar,"""Todo movimento de esquerda usa aqueles em cujo nome fala. Eles os usam. Eles não os ajudam: a esquerda nunca ajudou os negros. A esquerda não ajuda as mulheres [ou o meio ambiente]. A esquerda não ajuda nenhum grupo em cujo nome fala porque eles têm outras agendas.""",2025-04-02 16:02:24+00:00,2 de abr,3,183,727,0,18337,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,16:02:24,2025-04-02
1908139734167154852,Vox Liberdade ," “NASCI NEGRA, NÃO DEMOCRATA (ESQUERDA).”

 Discurso poderoso que está viralizando:

“Por que eu pertenceria a um partido cuja missão é atacar a 2ª Emenda?”

“Por que eu endossaria um partido sem Deus?”

“Por que apoiaria um partido que se orgulha de derramar sangue",2025-04-04 12:48:58+00:00,4 de abr,21,1789,6332,0,66219,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-04,12:48:58,2025-04-04
1906373491273920916,Renato Battista,"Ontem foi dia de debater com 3 comunistas.

Do meu lado estava a 
@espectrocinza
 e o Loconte.

Debatemos por mais de 4 horas vários temas: propriedade privada, autoritarismo, corrupção, Cuba, etc.

Em breve sairão os vídeos e eu compartilharei aqui.

Foi um debate de alto nível e",2025-03-30 15:50:33+00:00,30 de mar,33,39,595,0,31302,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,15:50:33,2025-03-30
1907206798777450837,Madeleine Lacsko,"Os fugitivos do CAPS que se dizem de direita estão agora em guerra contra:
- Zambelli
- Ricardo Salles
- Nikolas

Não tem artimanha da esquerda que enfraqueça a direita mais do que a leniência com a ala psiquiátrica.",2025-04-01 23:01:49+00:00,2 de abr,9,22,352,1,4838,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,23:01:49,2025-04-01
1907040749192958274,João 8:32,"Oswaldo Eustáquio, Carina Belomé, Canal Hipócritas, Figueiredo, Zambelli e outros são os responsáveis pelo caos atual!

Jogaram o povo na armadilha do 8 de Janeiro, dando munição para a perseguição e a prisão de aliados de Jair Bolsonaro!

Inocentes?",2025-04-01 12:02:00+00:00,1 de abr,180,188,774,0,82416,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,12:02:00,2025-04-01
1906441670784057698,Rafael Gloves,"Ato da esquerda amplamente divulgado.

Contei aqui rapidão. 1739 pessoas.",2025-03-30 20:21:28+00:00,30 de mar,151,360,2908,0,32335,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,20:21:28,2025-03-30
1907411474173088050,SPACE LIBERDADE ,"URGENTE - Sóstenes Cavalcante diz que apenas os partidos de esquerda estão contra a anistia, que são o PT, PSOL, PSB, PDT e REDE

“Somados esses votos dariam em torno de 120. Soube, por terceiros, que pode ser que até no PSB e no PDT a gente tenha alguns votos.”",2025-04-02 12:35:08+00:00,2 de abr,51,1524,5560,0,81708,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,12:35:08,2025-04-02
1906441642774569247,Fernanda Salles,"Extrema esquerda junta movimentos contra a anistia e pede prisão do ex-presidente Jair Bolsonaro. Apesar do público tímido, o invasor Guilherme Boulos provocou dizendo que o ato tinha mais gente do que a mobilização do PL em Copacabana, no dia 25 de fevereiro.",2025-03-30 20:21:22+00:00,30 de mar,40,94,650,0,15954,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,20:21:22,2025-03-30
1906068213328216527,André (3mbaixada da Resistência),"Ricardo Salles em mais um esforço de ""unir a direita""...

Afirma que a comissão de relações exteriores não deveria ter ficado com Filipe Barros mas sim com o ""princeso"". 

Filipe Barros não tem o ""sangue real"", nem o destaque que isso acarreta, mas tem mais provas dadas enquanto",2025-03-29 19:37:29+00:00,29 de mar,160,152,541,0,13473,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-29,19:37:29,2025-03-29
1906999978788102189,Análise Política,"- Com a luta de classes cada vez mais acirrada, o Brasil vivia uma tensão clara:

- De um lado, os trabalhadores rurais, organizados nas Ligas Camponesas, lutando contra o fim da escravidão e representados por Jango, Brizola, Prestes, Arraes (governador de PE) e outros.

(+)",2025-04-01 09:19:59+00:00,1 de abr,3,47,561,0,14232,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,09:19:59,2025-04-01
1905772609591300183,La Derecha Diario," | Histórico: En un acto multitudinario, se lanzó la Plataforma Por La Libertad, 
@PPLuy_
 constituyéndose el primer movimiento político liberal y de derechas con convocatorias masivas por fuera de las estructuras partidarias tradicionales en Uruguay.",2025-03-29 00:02:52+00:00,29 de mar,59,222,825,0,36180,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-29,00:02:52,2025-03-29
1906818028710605304,Petropolis Conservador,"A terceira via liberal progressista, aquela que finge ser alternativa, mas que na primeira oportunidade já está pronta para apunhalar a direita pelas costas. Sempre com aquele discurso bonitinho de ""renovação"" e ""eficiência"", mas, na prática, são só mais um bando de oportunistas",2025-03-31 21:16:59+00:00,31 de mar,12,210,555,0,4153,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-31,21:16:59,2025-03-31
1908190444464300328,Claudia Aker,"Mais nomes surgem nessa sanha persecutória e desenfreada de punir quem é de direita. Leandro e Levi,  um pai e um avô. 
Mais uma criança vem à público, mais uma órfã de pai vivo.

ANISTIA, AMPLA, GERAL E IRRESTRITA!
#AnistiaJá",2025-04-04 16:10:29+00:00,4 de abr,38,428,1090,0,7456,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-04,16:10:29,2025-04-04
1907150883797746023,Amanda Vettorazzo,"Completo absurdo o que aconteceu com o 
@GutoZacariasMBL
 no último domingo. A esquerda acha que é dona de determinados grupos de pessoas. Não é assim. Eles não mandam em ninguém. 

Parabéns pelo trabalho, 
@GutoZacariasMBL
. Tenho muito orgulho de estar contigo nessa caminhada.",2025-04-01 19:19:38+00:00,1 de abr,31,35,393,0,24831,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-01,19:19:38,2025-04-01
1906065277286244851,Damares Alves,"O movimento da família, da criança, da mulher, do idoso, das pessoas com deficiência e de todos os brasilenses não pode parar. Hoje, estivemos em Planaltina para passar nossa mensagem, a mensagem do nosso líder @jairmessiasbolsonaro : o DF é de direita e vamos seguir firmes e",2025-03-29 19:25:49+00:00,29 de mar,0,33,285,0,10884,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-29,19:25:49,2025-03-29
1906391164158108150,Eduardo Verástegui,"En estos momentos, estamos en la etapa de construcción de un partido político, donde todos aquellos que se identifican con el pensamiento de derecha tienen la oportunidad de participar y, juntos, construir el sueño mexicano.

Una vez que el partido esté constituido, vendrán las",2025-03-30 17:00:47+00:00,30 de mar,234,386,1677,0,41764,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,17:00:47,2025-03-30
1908234271317164135,Rafael Fontana,"Complete a lista:
- Déobra Rodrigues
- Daniel Silveira
- Joelton Gusmão
- Filipe Martins
- Ana Paula Souza
- Daniel Lemos
- Rodrigo Constantino
- Braga Netto
Quem mais? Cite nas respostas.

LIBERDADE para todos os presos, perseguidos e exilados políticos.",2025-04-04 19:04:38+00:00,4 de abr,15,71,213,1,2831,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-04,19:04:38,2025-04-04
1906668612020039779,Jeno Oliveira,"Foi Bolsonaro quem quebrou, na prática, a hegemonia político-cultural de esquerda que se alternava no Brasil entre PSDB e PT — como girondinos e jacobinos, mencheviques e bolcheviques. Esse feito, por si só, já representa um avanço imensurável.",2025-03-31 11:23:15+00:00,31 de mar,3,71,241,0,1495,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-31,11:23:15,2025-03-31
1906477808387277008,Paulina Recalde,"Por años reclamamos la urgencia de la unidad de las izquierdas, la confluencia en la diversidad. Un camino difícil, pero sobre todo valiente, no improvisado, sino consecuencia de repertorios, campañas, padecimientos compartidos. Todo por hacer, pero hoy se hizo historia.",2025-03-30 22:45:04+00:00,30 de mar,0,219,575,0,14192,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-03-30,22:45:04,2025-03-30
1908253618521690556,ALEX - BOLSONARO 2026,"Criticar Valdemar da Costa Neto, Gilberto Kassab é fácil. Eu mesmo já critiquei muito e todos temos motivos para isso!

Quero ver ter peito pra criticar Deltan Dallagnol com as cagadas que fez quando procurador o que deu a oportunidade de TODOS ESTAREM SOLTOS, não só o Lula;",2025-04-04 20:21:30+00:00,4 de abr,28,149,533,1,3782,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-04,20:21:30,2025-04-04
1907550235678716398,Mauricio Marcon,"Acabo de sair da reunião do 
@PODEMOS
 e ficou definido que o partido ASSINARÁ o PL da ANISTIA!
Parabenizo a presidente do partido 
@RenataAbreu2020
 e nosso líder 
@RodrigoGambale
 pela liderança e decisão.
Vamos soltar os reféns do STF
#AnistiaJá",2025-04-02 21:46:31+00:00,2 de abr,285,2062,9149,0,46111,bloco de esquerda fundadores since:2025-03-29 until:2025-04-05 lang:pt,Mariana Mortágua,2025-04-02,21:46:31,2025-04-02
